cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
34641	2	3	5	9	11	23	False
3168	1	1	2	2	3	16	False
39797	1	1	2	3	3	10	False
39527	1	1	2	1	1	7	False
27157	1	1	4	7	8	23	False
51784	1	2	2	3	3	19	False
27249	1	1	2	1	1	3	False
35799	1	1	1	1	1	6	False
34040	1	1	4	1	1	1	False
16099	2	2	5	10	10	33	False
15443	1	1	2	2	2	9	False
48320	1	1	1	1	1	1	False
44976	1	3	4	15	18	134	False
26362	1	1	2	2	2	13	False
11064	1	1	1	1	1	1	False
30690	1	1	3	1	1	1	False
2941	1	1	1	2	2	6	False
17061	1	2	3	12	18	112	False
9830	1	1	1	1	1	1	False
674	1	1	2	1	1	1	False
49249	1	1	2	2	2	2	False
22252	1	1	1	1	1	1	False
4824	1	1	2	1	1	1	False
35951	1	1	2	1	1	2	False
1122	1	1	4	1	1	10	False
3259	1	1	2	2	2	2	False
399	1	1	1	2	2	2	False
31562	1	1	2	1	1	1	False
7196	1	1	1	1	1	1	False
34170	1	1	3	4	4	4	False
13228	1	1	1	1	1	1	False
5872	1	1	5	2	2	10	False
44975	1	1	3	1	1	2	False
51819	1	1	1	1	1	1	False
22807	1	1	1	1	1	1	False
16464	1	1	2	7	10	32	False
38407	1	1	1	5	5	5	False
22355	1	1	1	9	13	99	False
37854	1	1	2	1	1	2	False
41881	1	1	1	2	2	2	False
3001	1	1	1	1	1	1	False
14649	1	1	2	1	1	1	False
35963	1	1	2	2	2	2	False
13923	1	1	3	1	1	1	False
21560	2	2	4	7	7	8	False
32505	1	1	2	2	2	4	False
39495	1	1	2	7	9	28	False
31882	1	1	1	2	2	187	False
28370	1	1	2	4	4	14	False
44263	1	1	2	4	4	8	False
45187	1	1	1	5	5	5	False
33399	1	1	2	3	3	5	False
46777	1	1	2	2	2	3	False
8977	1	1	2	1	1	1	False
23858	1	1	2	1	1	3	False
41024	1	1	2	7	7	10	False
38649	1	1	1	1	1	1	False
28189	1	1	1	1	1	2	False
11429	1	1	2	1	1	1	False
14485	1	1	1	1	1	2	False
5280	1	1	2	1	1	10	False
27981	1	1	2	1	1	5	False
10863	1	1	1	1	1	2	False
41115	1	1	2	2	2	8	False
4402	1	1	1	1	2	5	False
46648	1	1	1	4	4	8	False
29948	1	1	2	1	1	1	False
43546	1	1	1	3	3	11	False
9025	1	1	1	1	1	2	False
12153	1	2	4	5	6	13	False
49927	1	1	1	2	2	3	False
44158	1	1	1	1	1	1	False
36301	1	1	2	1	1	131	False
10815	1	1	1	1	1	2	False
1856	1	1	2	3	3	10	False
19944	1	1	1	2	3	136	False
31483	1	1	2	1	1	1	False
28967	1	1	2	1	1	2	False
25712	1	1	1	2	2	3	False
18439	1	1	1	1	1	2	False
3370	1	1	2	1	1	1	False
14248	1	1	1	2	2	4	False
17073	1	2	3	21	42	366	False
40659	1	1	1	7	7	10	False
28009	1	1	1	1	1	1	False
20017	1	1	1	1	1	1	False
21470	1	1	2	1	1	1	False
27870	1	1	2	1	1	1	False
572	1	1	2	2	2	2	False
6668	1	1	1	10	13	20	False
3005	1	1	1	3	3	3	False
37658	1	1	1	8	10	29	False
27792	1	1	2	2	2	9	False
12649	1	1	1	1	1	1	False
48373	1	1	1	1	1	1	False
10651	1	1	1	5	5	7	False
41617	1	1	2	2	2	4	False
38222	1	1	1	1	1	1	False
52231	2	2	3	5	5	9	False
24085	1	1	1	1	2	4	False
26761	1	1	1	2	2	21	False
35715	1	1	1	5	7	12	False
34279	1	1	1	2	3	4	False
567	1	1	1	1	1	1	False
36898	1	1	1	1	1	1	False
47388	1	1	1	1	1	1	False
3042	1	1	1	1	1	1	False
50494	1	1	2	1	1	3	False
26206	1	1	1	2	3	14	False
9609	1	1	1	1	1	1	False
4634	1	1	2	4	4	8	False
12639	1	1	1	1	2	2	False
22956	1	1	2	3	3	3	False
17273	1	1	1	2	2	9	False
38759	1	1	2	1	2	5	False
8247	1	1	1	8	10	33	False
27452	1	1	1	1	1	1	False
43489	1	1	1	4	4	10	False
14287	1	1	1	1	1	1	False
3403	1	1	1	2	2	78	False
16406	1	1	1	2	2	4	False
28447	1	1	1	1	1	1	False
30996	1	1	2	10	12	445	False
41685	1	1	1	1	1	1	False
44281	1	1	2	1	1	31	False
29547	2	2	2	1	1	1	False
20977	1	1	1	2	2	2	False
13855	1	1	2	3	3	3	False
34246	1	1	1	1	1	1	False
2997	1	1	1	2	2	3	False
34575	1	1	2	1	1	3	False
15824	1	1	1	3	3	4	False
4704	1	1	1	2	2	11	False
30436	1	1	1	1	1	1	False
21774	1	1	1	1	1	1	False
50164	1	1	1	1	1	1	False
27364	1	1	1	1	1	1	False
8883	1	1	1	1	1	1	False
38104	1	1	1	1	1	1	False
50267	1	1	2	1	1	1	False
250	1	1	2	1	1	1	False
3980	1	1	1	1	1	2	False
46181	1	1	1	1	1	1	False
5678	1	1	1	2	2	2	False
31777	1	1	1	14	18	124	False
14369	1	1	2	5	5	7	False
2778	1	1	1	3	3	6	False
46740	1	1	1	1	1	2	False
47779	1	1	2	2	2	11	False
13201	1	1	1	1	1	1	False
44883	1	1	1	3	3	3	False
52353	1	1	1	1	1	1	False
5719	1	1	1	1	1	6	False
21739	1	1	1	1	1	4	False
41116	1	1	2	1	1	1	False
8094	1	1	2	1	1	1	False
39656	1	1	1	4	6	18	False
50006	1	1	1	2	2	138	False
46530	1	1	1	1	1	3	False
2139	1	1	1	1	1	2	False
16432	2	2	5	6	7	18	False
4048	1	1	1	2	2	12	False
131	1	1	1	2	2	8	False
32866	1	1	1	1	1	1	False
28262	1	1	1	2	2	3	False
7332	1	1	1	1	1	1	False
5094	1	1	2	1	1	2	False
28213	1	1	1	2	5	27	False
15696	2	2	3	1	1	1	False
133	1	1	1	2	2	2	False
31801	1	1	1	2	2	7	False
4629	1	1	1	9	12	16	False
33172	1	1	1	1	1	1	False
10727	1	1	1	1	2	4	False
50453	2	2	2	1	1	1	False
21489	1	1	1	2	2	2	False
37731	1	1	1	1	1	1	False
48927	1	1	1	1	1	9	False
6050	1	1	2	1	1	1	False
18594	1	1	1	1	1	14	False
4517	1	1	2	1	1	1	False
52218	3	3	4	8	11	381	False
17434	1	1	1	10	16	65	False
46657	1	1	1	2	3	6	False
24076	1	1	1	1	1	2	False
40350	1	1	1	1	1	7	False
18803	1	1	1	8	9	22	False
41528	1	1	1	1	1	1	False
46070	1	1	1	14	17	49	False
34813	1	1	2	1	1	3	False
46359	1	1	1	5	7	164	False
11881	1	1	1	1	1	1	False
16863	2	2	36	17	22	73	False
21622	1	1	1	1	2	15	False
25604	1	1	1	1	1	2	False
4407	1	1	1	1	1	1	False
31822	1	1	1	2	2	3	False
10629	1	1	1	1	1	1	False
40702	1	1	1	1	1	1	False
5369	1	1	1	1	1	1	False
13013	1	1	1	1	1	1	False
33400	1	1	1	1	1	3	False
42143	1	1	1	1	1	1	False
32700	1	1	1	1	1	1	False
21777	1	1	1	1	1	10	False
14124	1	1	1	1	1	1	False
18325	1	1	1	1	1	75	False
31205	1	1	1	1	1	3	False
31948	1	1	2	1	1	4	False
29396	1	1	1	1	1	1	False
50565	1	1	1	1	1	1	False
17221	1	1	1	1	1	2	False
7123	1	1	1	6	6	9	False
48919	1	1	2	1	1	2	False
44178	1	1	1	6	6	13	False
25940	1	1	1	1	1	9	False
25575	1	1	1	1	1	3	False
5202	1	1	1	5	5	6	False
9975	1	1	1	2	2	8	False
15388	1	1	1	1	1	2	False
29941	1	1	1	2	2	5	False
51992	1	1	1	2	2	2	False
42956	2	3	4	15	24	39	True
35938	1	1	2	1	1	35	False
23196	1	1	2	3	3	3	False
23449	1	1	1	1	1	24	False
47043	1	1	1	1	1	1	False
15697	1	1	1	1	1	2	False
32747	1	1	1	1	1	1	False
28724	1	1	1	1	1	2	False
46864	1	1	1	3	3	3	False
46786	2	2	2	11	12	22	False
17497	1	1	2	1	1	7	False
29369	1	1	2	1	1	2	False
25132	1	1	1	1	1	12	False
17639	1	1	1	5	6	16	False
22373	1	1	2	1	2	3	True
50762	1	1	2	1	1	1	False
7965	1	1	1	9	11	77	False
20826	1	1	1	2	2	6	False
42237	1	1	1	1	1	82	False
46025	1	1	1	7	10	141	True
39419	1	1	1	1	1	1	False
18022	1	1	1	1	1	1	False
25268	1	1	1	4	4	14	False
30659	1	1	2	1	1	1	False
42828	1	1	2	1	1	1	False
43519	1	1	1	1	1	2	False
52003	1	1	1	1	1	1	False
26405	1	1	1	15	19	82	False
37625	1	1	1	2	2	3	False
37693	1	1	1	1	1	1	False
22914	1	2	2	11	14	21	False
24201	1	1	1	1	1	1	False
35971	1	1	1	1	1	1	False
7759	1	1	2	1	1	1	False
23163	1	1	1	1	1	4	False
259	1	1	1	2	2	2	False
41059	1	1	1	2	2	2	False
21795	1	1	1	1	1	1	False
6862	1	1	1	1	1	1	False
25106	1	1	1	1	1	1	False
20738	1	1	1	3	3	9	False
36631	1	1	1	2	2	3	False
26874	1	1	1	1	1	4	False
23833	1	1	1	1	1	2	False
23868	1	1	1	1	1	2	False
50308	1	1	1	1	1	1	False
47676	1	1	1	13	14	32	False
34824	1	1	1	1	1	1	False
42319	1	1	2	1	1	1	False
47705	1	1	1	8	10	17	False
42215	1	1	1	1	1	1	False
46126	1	1	1	2	2	2	False
22860	1	1	1	1	1	2	False
14471	1	1	1	2	2	3	False
236	1	1	2	1	1	3	False
24834	1	1	1	1	1	1	False
43060	1	1	1	1	1	2	False
20234	1	1	1	3	3	20	False
16118	1	1	1	5	5	16	False
17293	1	1	1	4	4	4	False
30615	1	1	1	3	3	4	False
20583	1	1	1	1	1	1	False
42671	1	1	1	6	7	56	False
2804	1	1	1	1	1	1	False
5888	1	1	1	1	1	2	False
38549	1	1	1	9	10	13	False
8667	1	1	1	1	1	3	False
4403	1	1	1	2	2	2	False
7729	1	1	1	1	1	2	False
14111	1	1	1	1	1	1	False
21917	1	1	1	1	1	1	False
32430	1	1	1	1	1	14	False
25101	1	1	1	1	1	1	False
29156	1	1	1	1	1	1	False
24870	1	1	1	1	1	2	False
49851	1	1	2	4	5	7	False
43050	1	1	1	1	1	2	False
15860	1	1	2	1	1	1	False
46100	1	1	1	1	1	1	False
46135	1	1	1	1	1	1	False
45195	1	1	1	4	4	5	False
24282	1	1	1	1	1	1	False
14362	2	2	3	1	1	1	False
52328	1	1	1	1	1	1	False
15398	1	1	1	1	1	2	False
19976	1	1	1	1	1	1	False
37077	1	1	1	3	4	5	False
36524	1	1	1	1	1	1	False
50532	1	1	1	5	5	8	False
464	1	1	1	1	1	1	False
47648	2	3	4	5	5	5	False
33348	1	1	1	3	3	4	False
25654	1	1	1	4	4	8	False
45325	1	1	1	1	1	1	False
35269	1	1	1	1	1	2	False
543	1	1	1	8	10	12	False
41212	1	1	1	1	1	1	False
48914	1	1	1	1	1	1	False
5821	1	1	1	1	1	13	False
23470	1	1	1	1	1	1	False
17559	1	1	1	1	2	2	False
19009	1	1	1	9	10	62	False
8929	1	1	1	1	1	1	False
27638	1	1	1	1	1	2	False
14860	1	1	1	1	1	2	False
34823	1	1	1	2	2	2	False
23060	1	1	1	1	1	1	False
2742	1	1	1	6	6	8	False
1915	1	1	1	1	1	1	False
7238	1	1	1	1	1	6	False
37619	2	2	2	15	21	59	False
45321	1	1	1	1	1	1	False
38238	1	1	1	1	1	1	False
12556	1	1	1	1	1	1	False
12718	1	1	1	1	2	12	False
4382	1	1	1	2	2	5	False
31702	1	1	1	2	2	2	False
30548	1	1	2	3	3	4	False
27765	1	1	1	1	1	1	False
17850	1	1	1	5	6	10	False
17249	1	1	1	1	1	2	False
26462	2	2	2	3	3	5	False
10396	1	1	1	2	2	2	False
16143	1	1	1	2	2	3	False
51867	1	1	1	6	7	15	False
20072	1	1	1	1	1	1	False
33198	1	1	1	2	2	2	False
12657	1	1	1	1	1	1	False
968	1	1	1	2	2	2	False
23412	1	1	1	2	2	2	False
23224	1	1	1	1	1	4	False
37466	1	1	1	1	1	1	False
6894	1	1	1	1	1	2	False
9920	1	1	1	4	4	8	False
9940	1	1	1	1	1	1	False
11191	1	1	1	1	1	1	False
15038	1	1	1	1	1	1	False
17624	1	1	1	7	8	16	False
7081	1	1	1	1	1	1	False
50589	1	1	1	1	1	2	False
42296	1	1	1	2	2	2	False
30550	1	1	1	4	4	4	False
12600	1	1	1	1	1	1	False
16499	2	2	2	3	5	16	False
40846	1	1	1	1	1	4	False
29532	1	1	1	1	1	1	False
8260	1	1	1	3	4	47	False
31465	2	2	2	7	8	26	False
15409	1	1	1	1	1	1	False
16777	1	1	1	1	1	1	False
51889	1	1	1	1	1	6	False
43353	1	1	1	1	1	1	False
50343	1	1	1	1	1	1	False
9590	1	1	1	1	1	3	False
35120	1	1	1	1	1	3	False
47050	1	1	1	1	1	2	False
15791	1	1	1	7	8	22	False
10712	1	1	1	2	2	3	False
52027	1	1	1	3	4	6	False
48333	1	1	1	1	1	6	False
50614	2	2	2	1	1	1	False
7668	1	1	1	5	6	8	False
43940	1	1	1	1	1	1	False
41041	1	1	1	1	1	1	False
32904	2	2	2	2	2	12	False
1240	1	1	1	1	1	3	False
28698	1	1	1	1	1	2	False
19055	1	1	1	1	1	1	False
7859	1	1	1	7	8	25	False
39506	1	1	1	4	6	48	False
18299	1	1	1	1	1	2	False
36142	1	1	1	1	1	1	False
28160	1	1	1	2	2	5	False
2601	1	1	1	1	1	1	False
38861	1	1	1	1	1	1	False
9560	1	1	1	1	1	1	False
10318	1	1	1	2	2	2	False
22554	1	1	1	3	3	6	False
15954	1	1	1	1	1	1	False
26188	3	3	3	6	7	7	False
5255	1	1	1	1	1	2	False
5530	1	1	1	2	2	2	False
25587	1	1	1	1	1	1	False
34298	1	1	1	4	4	10	False
27721	1	1	1	1	1	5	False
25694	1	1	1	2	2	6	False
20231	1	1	1	1	1	1	False
13754	1	1	1	1	1	1	False
37704	1	1	1	2	2	2	False
22080	1	1	1	1	1	1	False
35167	1	1	1	6	9	281	True
40136	1	1	1	1	2	3	False
11290	1	1	1	5	7	13	False
38241	1	1	1	3	3	7	False
43019	1	1	1	10	11	21	False
42058	1	1	1	2	2	4	False
44632	1	1	2	11	13	43	False
5927	1	1	1	1	1	4	False
34484	1	1	1	2	2	2	False
11526	1	1	1	5	5	11	False
11485	2	2	2	9	11	98	False
3338	1	1	1	2	2	2	False
4939	1	1	1	2	2	46	False
18985	2	2	3	7	8	11	False
19171	1	1	1	1	1	1	False
41603	1	1	1	5	6	21	False
45699	1	1	1	1	1	2	False
27497	1	1	1	7	9	10	False
43273	1	1	1	1	1	1	False
26938	1	1	1	5	6	29	False
19418	1	1	1	2	2	4	False
18276	1	1	1	1	1	2	False
30007	1	1	1	1	1	2	False
1951	1	1	1	1	1	6	False
10497	1	1	1	4	4	6	False
48911	1	1	1	1	1	1	False
49009	1	1	1	1	1	3	False
20706	1	1	1	1	1	2	False
13802	1	1	1	1	1	41	False
163	1	1	1	1	1	1	False
5256	1	1	1	2	2	3	False
25504	1	1	1	4	4	4	False
40657	1	1	1	2	2	2	False
23987	1	1	1	8	9	17	True
29291	1	1	1	1	1	26	False
42711	1	1	1	6	6	119	False
52182	1	1	1	1	1	1	False
40580	1	1	1	9	12	17	False
48848	1	1	1	1	1	1	False
37211	1	1	1	1	1	1	False
41290	1	1	1	1	1	1	False
50277	1	1	1	2	2	5	False
19712	1	1	1	2	2	2	False
38723	1	1	1	1	1	3	False
5517	1	1	1	3	3	9	False
14973	1	1	1	1	1	13	False
2260	1	1	1	1	1	3	False
33658	1	1	1	1	1	2	False
32606	1	1	1	1	1	1	False
43603	1	1	1	3	4	11	False
23914	1	1	1	1	1	1	False
35684	1	1	1	11	12	50	False
20907	1	1	1	7	11	80	False
44272	1	1	1	8	9	33	False
46860	1	1	1	3	3	3	False
9805	1	1	1	4	4	12	False
29756	1	1	1	1	1	1	False
12597	1	1	1	4	5	58	False
12732	2	2	2	7	10	18	False
43365	1	1	1	1	1	1	False
30304	1	1	1	11	13	18	False
50368	1	1	1	1	1	1	False
12654	1	1	1	1	1	1	False
52073	1	1	1	1	1	1	False
21114	1	1	2	1	1	1	False
47365	1	1	1	1	1	1	False
2361	1	1	1	5	5	7	False
6110	1	1	1	1	1	1	False
15492	1	1	1	3	3	5	False
49453	1	1	1	2	2	2	False
2564	1	1	1	1	1	1	False
15036	1	1	1	3	3	9	False
9979	1	1	1	1	1	1	False
27173	1	1	1	1	1	1	False
1365	1	1	36	9	10	127	False
36604	1	1	31	1	1	2	False
24007	1	1	24	3	3	3	False
26919	2	2	21	15	32	217	False
29579	1	1	10	1	1	1	False
19396	1	1	4	1	1	1	False
41701	1	1	6	1	1	20	False
18121	1	1	10	1	1	1	False
31787	1	1	23	2	2	2	False
6487	1	1	18	2	3	143	False
40619	1	1	6	11	13	40	False
15770	1	1	7	4	7	12	False
16441	1	1	2	2	2	3	False
18048	1	1	5	1	1	1	False
7908	1	1	3	1	1	2	False
35632	1	1	4	1	1	2	False
450	1	1	6	2	2	3	False
51317	1	1	1	2	2	2	False
22614	1	1	9	1	1	1	False
16956	1	1	9	1	1	1	False
40117	1	1	1	1	1	4	False
13056	1	1	2	1	1	2	False
22283	1	1	4	1	1	9	False
11768	1	1	10	7	17	55	False
15862	1	1	3	1	1	1	False
23638	1	1	3	9	12	31	False
11108	1	1	5	1	1	2	False
6107	1	1	4	1	1	2	False
47841	1	1	1	1	1	3	False
15785	1	1	5	7	7	24	False
46434	1	1	1	1	1	5	False
50947	1	1	2	2	2	15	False
51615	1	1	3	1	1	1	False
48640	1	1	5	1	1	1	False
24264	1	2	4	4	4	6	False
33639	1	1	4	2	2	11	False
43193	1	1	2	1	1	2	False
1090	1	1	5	1	1	2	False
3250	1	1	6	1	1	1	False
51635	1	1	1	2	2	13	False
10556	1	1	7	3	3	4	False
3244	1	1	1	1	1	3	False
48292	1	1	1	2	4	6	False
20469	1	1	2	1	1	3	False
50983	1	1	2	1	1	2	False
45328	1	1	9	1	1	1	False
22638	1	1	2	2	2	3	False
39569	1	1	1	1	1	3	False
42193	1	1	4	3	4	6	False
13936	2	2	2	1	1	1	False
43742	1	1	7	1	1	4	False
45229	1	1	1	1	1	1	False
14610	1	1	2	2	2	2	False
10527	1	1	2	1	1	1	False
46935	1	1	4	8	8	23	False
31475	1	1	1	3	3	36	False
48819	1	1	3	6	6	12	False
45943	1	1	2	1	1	2	False
46973	1	1	3	2	2	3	True
44246	1	1	2	10	11	28	False
35277	1	1	9	1	1	1	False
48731	1	1	1	2	2	3	False
11489	1	1	3	2	2	4	False
37083	1	1	4	1	1	2	False
47985	1	1	1	4	4	47	False
26965	1	2	3	3	3	7	False
41184	1	2	3	1	1	1	False
49234	1	1	2	2	2	4	False
41931	1	1	1	1	1	1	False
18601	1	1	1	4	4	159	False
12178	1	1	2	1	1	1	False
17729	1	1	4	3	3	30	False
8019	1	1	3	4	4	10	False
29892	1	1	2	1	1	1	False
9309	1	1	3	1	1	3	False
26451	1	1	1	1	1	2	False
17093	1	1	1	1	1	22	False
3397	1	1	1	2	2	10	False
27316	1	1	2	2	2	7	False
17208	1	1	1	1	1	2	False
44731	1	1	1	1	1	1	False
42670	1	1	3	2	2	25	False
11513	1	1	1	8	10	18	False
52246	1	1	2	7	7	16	False
32644	1	1	1	1	1	1	False
31004	1	1	3	6	10	21	False
9248	1	1	1	1	1	3	False
9500	1	1	2	1	1	1	False
42407	1	1	1	1	1	2	False
30750	1	1	1	1	1	1	False
29488	1	1	1	2	2	2	False
5394	1	1	1	1	1	1	False
41378	1	1	3	1	1	2	False
41351	2	2	10	12	17	76	False
3484	1	1	1	2	2	3	False
6991	1	1	1	1	1	2	False
27323	1	1	1	13	15	52	False
46069	1	1	1	4	7	10	False
473	1	1	4	1	1	1	False
9242	1	1	1	3	3	3	False
10405	1	1	2	4	4	22	False
12736	1	1	1	8	8	25	False
1999	1	1	15	1	1	2	False
7788	1	1	1	2	2	15	False
21146	1	1	3	2	2	4	False
7560	1	1	3	7	9	19	False
33355	1	1	7	7	8	234	False
21345	1	1	1	4	4	9	False
45152	1	1	1	1	1	2	False
23170	1	1	1	1	1	1	False
27536	2	2	15	2	2	7	False
32668	1	1	8	1	1	1	False
41448	1	1	1	1	1	1	False
16223	1	1	7	1	1	2	False
28159	1	1	1	2	2	2	False
1103	1	1	1	1	1	4	False
19948	1	1	1	2	2	3	False
46619	1	1	1	2	5	16	False
14076	1	1	1	2	2	15	False
29106	1	1	5	1	1	2	False
52059	1	1	1	1	1	1	False
21437	1	1	1	1	1	1	False
43994	1	1	1	1	1	1	False
43211	1	1	1	1	1	2	False
16892	1	1	1	4	4	7	False
11897	1	1	1	1	1	2	False
49403	1	1	1	1	1	2	False
45173	1	1	3	3	4	4	False
41706	1	1	1	2	3	23	False
37833	1	1	2	2	2	6	False
44316	1	1	1	2	2	3	False
18464	1	1	3	7	7	8	False
49480	1	1	1	3	3	4	False
25282	1	1	3	8	8	15	False
16488	1	1	1	2	2	2	False
30155	1	1	1	1	1	2	False
8088	1	1	1	1	1	3	False
26366	1	1	2	1	1	1	False
23993	1	1	1	8	11	135	False
42703	1	1	1	3	3	4	False
33569	1	1	1	1	1	2	False
34763	1	1	1	3	3	4	False
43776	1	1	1	2	2	2	False
44800	1	1	1	1	1	2	False
44986	1	1	3	7	9	37	False
26831	1	1	1	1	1	1	False
28497	1	1	1	1	1	1	False
22198	1	1	4	1	1	2	False
22563	1	2	2	1	1	1	False
31938	1	1	1	1	1	27	False
16807	1	1	1	1	1	2	False
19741	1	1	2	1	1	1	False
235	1	1	1	4	4	8	False
19964	1	1	2	1	1	1	False
11090	1	1	1	2	2	2	False
23825	2	2	5	15	21	225	False
2812	1	1	1	1	1	1	False
20338	1	1	1	1	1	1	False
51931	1	2	2	3	3	5	False
16942	1	1	1	1	1	2	False
34296	1	1	1	3	3	8	False
1305	1	1	3	5	6	8	True
4529	1	1	1	1	1	1	False
38171	1	1	1	2	2	2	False
8791	2	2	2	10	13	88	False
50519	1	1	1	2	2	2	False
11982	1	1	1	4	4	4	False
38318	1	2	4	6	9	15	False
2447	1	1	1	2	2	3	False
22508	1	1	1	4	5	8	False
10335	1	2	2	1	1	1	False
25586	1	1	1	1	1	3	False
29545	1	1	5	2	2	2	False
31659	1	1	1	2	2	15	False
3684	1	1	1	2	3	3	False
39748	2	2	6	1	1	4	False
47772	1	1	1	2	2	12	False
22543	2	3	5	7	8	13	False
3528	1	1	2	1	1	1	False
4695	1	1	9	2	3	4	False
306	1	1	1	3	3	3	False
36094	1	1	1	1	1	18	False
31023	1	1	1	1	1	1	False
50332	1	1	1	1	1	3	False
30648	1	1	1	1	1	1	False
45066	1	1	2	1	1	1	False
5269	1	1	1	1	1	21	False
17241	1	1	2	3	4	18	False
20866	1	1	1	1	1	1	False
25859	1	1	1	4	4	8	False
14384	2	2	2	3	3	7	False
31332	1	1	1	1	1	1	False
7066	1	1	1	1	1	1	False
6946	1	1	1	1	1	1	False
27392	1	1	1	1	1	9	False
28990	1	1	1	1	1	2	False
44891	1	1	2	1	1	12	False
23099	1	1	1	1	1	1	False
38580	1	1	2	2	2	8	False
26466	1	1	2	1	1	1	False
41186	1	2	3	4	4	6	False
41433	1	1	1	1	1	3	False
37195	1	1	1	1	1	1	False
11879	1	1	1	1	1	7	False
37932	1	1	3	4	4	6	False
47801	1	1	1	1	1	1	False
29683	1	1	1	2	2	2	False
45613	1	1	1	1	1	8	False
20585	1	1	1	3	3	3	False
45340	1	1	1	1	1	1	False
27347	2	2	2	3	3	20	False
7254	1	1	1	2	3	3	False
36403	1	1	1	4	5	10	False
2625	1	1	5	1	1	1	False
36359	1	1	3	1	1	1	False
11913	1	1	3	1	1	1	False
18401	1	1	2	1	1	2	False
2468	1	1	3	2	2	2	False
38061	1	1	1	1	1	1	False
12139	1	1	3	1	1	1	False
24321	1	1	2	1	1	1	False
46236	1	1	1	1	1	1	False
28249	1	1	1	1	1	6	False
28716	1	1	1	1	1	3	False
4808	1	1	5	1	1	1	False
18793	1	1	1	10	10	114	False
35519	1	1	2	1	1	1	False
40169	1	1	1	1	1	1	False
8320	1	1	1	1	1	1	False
43340	1	1	2	5	5	7	False
48705	1	1	1	1	1	1	False
8607	1	1	3	2	2	2	False
11005	1	1	1	6	7	26	False
11581	1	1	2	1	1	2	False
19412	1	1	1	8	9	22	False
31548	1	1	1	1	1	1	False
34707	1	1	1	1	1	1	False
36834	1	1	1	1	1	1	False
36904	1	1	1	1	1	1	False
36730	1	1	1	3	4	4	False
12154	1	1	2	1	1	4	False
35884	1	1	1	1	1	1	False
18842	1	1	1	1	1	2	False
31580	1	1	3	1	1	1	False
11001	1	1	1	6	6	7	False
6745	1	1	1	1	1	1	False
22177	1	1	1	1	1	1	False
940	1	1	1	1	1	2	False
34994	1	1	2	1	1	2	False
14834	1	1	2	1	1	5	False
49385	1	1	1	1	1	1	False
44147	1	1	1	1	1	1	True
24278	1	2	4	13	21	41	False
49084	1	1	1	1	1	3	False
21102	1	1	2	7	9	10	False
23513	2	2	3	5	6	14	False
12280	1	1	1	1	1	1	False
22977	1	1	2	1	1	1	False
10753	1	1	1	2	3	4	False
17099	1	1	1	2	2	2	False
21078	1	1	2	5	6	8	False
22074	1	1	2	1	1	1	False
10619	1	1	1	1	1	4	False
40648	1	1	1	5	5	9	False
19382	1	1	1	4	4	37	False
51785	1	1	2	1	1	3	False
19958	1	1	2	1	1	1	False
29666	1	1	2	2	2	15	False
33905	1	1	1	5	6	8	False
10184	1	1	1	1	1	4	False
49075	1	1	1	2	2	4	False
30033	1	1	1	1	1	1	False
45625	1	1	1	4	5	7	False
18992	1	1	1	1	1	1	False
11402	1	1	1	2	2	3	False
14536	1	1	1	1	1	1	False
2232	1	1	1	3	3	24	False
43965	1	1	1	1	1	1	False
19806	1	1	1	2	2	9	False
14511	1	1	1	9	18	49	True
28753	1	1	1	1	1	1	False
10544	1	1	1	1	1	1	True
24496	2	2	2	11	15	37	False
9042	1	1	1	3	3	3	False
8159	1	1	1	1	1	141	False
34036	1	1	1	1	1	1	False
36454	1	1	1	2	2	4	False
38245	1	1	1	1	1	1	False
23719	1	1	1	1	1	1	False
10118	1	1	1	5	5	5	False
9761	1	1	1	1	1	1	False
11341	1	1	1	2	2	2	False
26927	1	1	1	4	4	9	False
34789	1	1	1	1	1	1	False
4302	1	1	1	1	1	5	False
51144	1	1	2	3	3	9	False
51210	1	1	1	1	1	5	False
44335	1	1	1	1	1	4	False
4125	1	1	1	1	1	2	False
7497	1	1	2	1	1	1	False
47112	1	1	1	2	3	3	False
15783	1	1	1	1	1	3	False
44802	1	1	1	1	1	2	False
12647	1	1	2	1	1	2	False
20685	1	1	1	1	1	4	False
37505	1	1	2	1	1	1	False
5104	1	1	1	3	3	7	False
30881	1	1	1	3	3	3	False
34941	1	1	1	1	1	1	False
13311	1	1	1	3	3	3	False
38541	1	1	1	6	7	128	False
45696	1	1	1	1	1	2	False
30855	1	1	1	1	1	1	False
32833	1	1	1	10	12	39	False
29700	1	1	1	1	1	2	False
37412	1	1	1	1	1	1	False
34712	1	1	1	1	1	3	False
32375	1	1	2	1	1	1	False
36667	1	1	1	1	1	1	False
25414	1	1	1	1	1	1	False
24293	1	1	1	1	1	2	False
4631	1	1	2	1	1	3	False
47160	1	1	1	4	5	16	False
29484	1	1	1	5	6	12	False
15997	1	1	1	2	2	3	False
4668	1	1	2	3	3	6	False
392	1	1	1	17	26	127	False
48430	2	2	2	6	10	35	False
15376	1	1	1	10	13	43	False
35882	1	1	1	1	1	1	False
39103	1	1	1	8	8	24	False
15	1	1	1	1	1	1	False
40470	1	1	1	3	3	5	False
